Shipment_ID,Shipment_Date,Carrier,Transport_Mode,Distance_Miles,Freight_Cost,Delivery_Status
JM0421,2025-06-16,Carrier B,Truck,164,431.98,On Time
JM0422,2025-06-16,Carrier A,Truck,297,692.88,Late
JM0423,2025-06-17,Carrier E,Rail,1754,2068.96,On Time
JM0424,2025-06-17,Carrier B,Truck,662,1339.24,On Time
JM0425,2025-06-17,Carrier B,Truck,1199,2204.85,Late
JM0426,2025-06-18,Carrier D,Truck,95,338.11,On Time
JM0427,2025-06-18,Carrier D,Truck,1286,2683.83,On Time
JM0428,2025-06-18,Carrier D,Truck,463,1068.31,On Time
JM0429,2025-06-19,Carrier C,Rail,1038,1279.70,On Time
JM0430,2025-06-19,Carrier B,Rail,2233,2352.51,On Time
JM0431,2025-06-19,Carrier C,Truck,1243,2403.17,On Time
JM0432,2025-06-20,Carrier D,Truck,1077,2175.58,On Time
JM0433,2025-06-20,Carrier B,Truck,153,427.61,On Time
JM0434,2025-06-21,Carrier E,Rail,1052,1323.89,On Time
JM0435,2025-06-21,Carrier B,Rail,1424,1631.13,On Time
JM0436,2025-06-21,Carrier A,Truck,371,821.21,On Time
JM0437,2025-06-22,Carrier A,Truck,501,1007.21,On Time
JM0438,2025-06-22,Carrier C,Truck,1121,2026.40,On Time
JM0439,2025-06-22,Carrier D,Truck,672,1438.03,On Time
JM0440,2025-06-23,Carrier C,Truck,321,665.28,On Time
JM0441,2025-06-23,Carrier E,Truck,256,623.20,On Time
JM0442,2025-06-23,Carrier E,Truck,86,301.22,On Time
JM0443,2025-06-24,Carrier B,Truck,391,749.40,On Time
JM0444,2025-06-24,Carrier B,Rail,1876,1818.30,On Time
JM0445,2025-06-24,Carrier A,Truck,1157,2152.96,On Time
JM0446,2025-06-25,Carrier C,Truck,991,1984.61,On Time
JM0447,2025-06-25,Carrier C,Rail,1180,1316.12,On Time
JM0448,2025-06-25,Carrier C,Truck,771,1498.16,On Time
JM0449,2025-06-26,Carrier D,Rail,926,1216.03,On Time
JM0450,2025-06-26,Carrier C,Rail,2172,2352.07,On Time
JM0451,2025-06-26,Carrier A,Rail,830,883.66,On Time
JM0452,2025-06-27,Carrier E,Truck,177,469.73,On Time
JM0453,2025-06-27,Carrier C,Truck,190,494.01,On Time
JM0454,2025-06-27,Carrier A,Truck,176,438.54,On Time
JM0455,2025-06-28,Carrier A,Truck,1021,1728.84,On Time
JM0456,2025-06-28,Carrier E,Truck,782,1530.99,On Time
JM0457,2025-06-28,Carrier A,Truck,1324,2319.42,On Time
JM0458,2025-06-29,Carrier B,Rail,1507,1720.10,Late
JM0459,2025-06-29,Carrier C,Truck,1038,1996.10,On Time
JM0460,2025-06-30,Carrier A,Rail,1579,1716.16,On Time
JM0461,2025-07-01,Carrier C,Truck,886,1677.80,On Time
JM0462,2025-07-01,Carrier B,Truck,98,296.91,On Time
JM0463,2025-07-01,Carrier A,Truck,642,1264.49,On Time
JM0464,2025-07-02,Carrier C,Truck,541,1062.78,On Time
JM0465,2025-07-02,Carrier A,Rail,894,1018.16,On Time
JM0466,2025-07-02,Carrier B,Truck,1399,2360.86,On Time
JM0467,2025-07-03,Carrier A,Rail,2104,2135.63,On Time
JM0468,2025-07-03,Carrier B,Rail,2152,2175.40,On Time
JM0469,2025-07-03,Carrier B,Truck,1367,2643.38,On Time
JM0470,2025-07-04,Carrier B,Truck,314,648.66,On Time
JM0471,2025-07-04,Carrier E,Truck,141,391.56,On Time
JM0472,2025-07-04,Carrier A,Truck,618,1120.13,On Time
JM0473,2025-07-05,Carrier A,Rail,468,613.54,On Time
JM0474,2025-07-05,Carrier A,Truck,1048,1953.34,On Time
JM0475,2025-07-05,Carrier B,Truck,1309,2461.33,On Time
JM0476,2025-07-06,Carrier C,Rail,1237,1324.64,On Time
JM0477,2025-07-06,Carrier B,Truck,1242,2343.83,On Time
JM0478,2025-07-06,Carrier B,Truck,544,974.75,On Time
JM0479,2025-07-07,Carrier B,Truck,1199,1987.37,On Time
JM0480,2025-07-07,Carrier B,Truck,611,1154.85,Late
JM0481,2025-07-07,Carrier E,Truck,218,556.78,On Time
JM0482,2025-07-08,Carrier B,Truck,291,656.71,Late
JM0483,2025-07-08,Carrier D,Truck,1075,2068.45,On Time
JM0484,2025-07-08,Carrier E,Rail,1357,1430.53,On Time
JM0485,2025-07-09,Carrier C,Truck,843,1553.10,On Time
JM0486,2025-07-09,Carrier C,Truck,444,840.34,On Time
JM0487,2025-07-09,Carrier B,Truck,1170,2121.60,On Time
JM0488,2025-07-10,Carrier C,Rail,788,959.62,On Time
JM0489,2025-07-10,Carrier E,Rail,978,1188.51,On Time
JM0490,2025-07-10,Carrier C,Truck,1381,2439.41,On Time
JM0491,2025-07-11,Carrier C,Truck,1019,1937.64,On Time
JM0492,2025-07-11,Carrier A,Rail,785,913.25,On Time
JM0493,2025-07-11,Carrier B,Truck,512,1013.63,On Time
JM0494,2025-07-12,Carrier D,Rail,766,882.72,On Time
JM0495,2025-07-12,Carrier B,Rail,2050,2265.02,On Time
JM0496,2025-07-12,Carrier C,Rail,607,816.03,On Time
JM0497,2025-07-13,Carrier A,Truck,473,838.62,On Time
JM0498,2025-07-13,Carrier C,Truck,986,1691.83,On Time
JM0499,2025-07-13,Carrier B,Truck,1277,2120.24,On Time
JM0500,2025-07-14,Carrier D,Truck,198,511.52,Late
JM0501,2025-07-14,Carrier C,Rail,1110,1168.66,On Time
JM0502,2025-07-14,Carrier C,Truck,969,1663.62,On Time
JM0503,2025-07-15,Carrier B,Rail,459,552.89,On Time
JM0504,2025-07-15,Carrier B,Truck,293,674.50,On Time
JM0505,2025-07-15,Carrier B,Rail,1369,1380.75,On Time
JM0506,2025-07-16,Carrier B,Rail,848,1048.77,On Time
JM0507,2025-07-16,Carrier C,Truck,680,1317.58,On Time
JM0508,2025-07-16,Carrier D,Truck,153,414.86,On Time
JM0509,2025-07-17,Carrier E,Truck,925,1881.56,On Time
JM0510,2025-07-17,Carrier D,Rail,1005,1231.54,On Time
JM0511,2025-07-17,Carrier B,Rail,2219,2321.94,On Time
JM0512,2025-07-18,Carrier A,Truck,1241,2120.07,On Time
JM0513,2025-07-18,Carrier D,Truck,675,1415.67,On Time
JM0514,2025-07-18,Carrier B,Truck,994,1686.51,On Time
JM0515,2025-07-19,Carrier C,Truck,617,1227.02,On Time
JM0516,2025-07-19,Carrier D,Truck,861,1560.56,On Time
JM0517,2025-07-19,Carrier B,Truck,175,442.58,On Time
JM0518,2025-07-20,Carrier E,Truck,480,977.23,On Time
JM0519,2025-07-20,Carrier A,Truck,369,765.45,On Time
JM0520,2025-07-20,Carrier C,Truck,670,1442.22,On Time
JM0521,2025-07-21,Carrier A,Truck,294,662.69,On Time
JM0522,2025-07-21,Carrier A,Truck,701,1420.89,On Time
JM0523,2025-07-21,Carrier C,Truck,449,954.38,On Time
JM0524,2025-07-22,Carrier C,Truck,1266,2281.27,On Time
JM0525,2025-07-22,Carrier B,Truck,1382,2632.92,On Time
JM0526,2025-07-22,Carrier B,Truck,85,275.60,On Time
JM0527,2025-07-23,Carrier C,Truck,153,405.52,On Time
JM0528,2025-07-23,Carrier E,Truck,665,1259.34,On Time
JM0529,2025-07-23,Carrier E,Truck,716,1375.68,On Time
JM0530,2025-07-24,Carrier B,Rail,1072,1207.92,On Time
JM0531,2025-07-24,Carrier A,Rail,2143,2125.69,On Time
JM0532,2025-07-24,Carrier C,Rail,2181,2458.87,On Time
JM0533,2025-07-25,Carrier C,Rail,512,637.35,On Time
JM0534,2025-07-25,Carrier B,Truck,859,1562.14,On Time
JM0535,2025-07-25,Carrier A,Truck,827,1380.70,On Time
JM0536,2025-07-26,Carrier B,Truck,94,328.44,On Time
JM0537,2025-07-26,Carrier C,Truck,267,617.88,On Time
JM0538,2025-07-26,Carrier B,Rail,1169,1320.37,On Time
JM0539,2025-07-27,Carrier D,Truck,915,1767.86,Late
JM0540,2025-07-27,Carrier A,Truck,685,1252.13,On Time
JM0541,2025-07-27,Carrier A,Truck,1029,1993.39,On Time
JM0542,2025-07-28,Carrier D,Truck,1247,2190.12,On Time
JM0543,2025-07-28,Carrier A,Truck,387,808.18,Late
JM0544,2025-07-28,Carrier D,Truck,1065,1962.61,On Time
JM0545,2025-07-29,Carrier A,Truck,820,1602.67,On Time
JM0546,2025-07-29,Carrier B,Rail,2091,2152.48,On Time
JM0547,2025-07-29,Carrier D,Truck,1331,2322.20,On Time
JM0548,2025-07-30,Carrier A,Truck,237,587.70,On Time
JM0549,2025-07-30,Carrier C,Truck,265,631.87,On Time
JM0550,2025-07-31,Carrier B,Truck,1197,2170.46,On Time
JM0551,2025-08-01,Carrier C,Truck,1144,2180.48,On Time
JM0552,2025-08-01,Carrier A,Truck,1207,2327.40,On Time
JM0553,2025-08-01,Carrier C,Truck,996,2066.80,On Time
JM0554,2025-08-02,Carrier B,Truck,732,1404.42,On Time
JM0555,2025-08-02,Carrier E,Truck,289,742.15,On Time
JM0556,2025-08-02,Carrier E,Truck,267,673.53,On Time
JM0557,2025-08-03,Carrier E,Truck,695,1526.96,Late
JM0558,2025-08-03,Carrier B,Truck,1366,2643.38,On Time
JM0559,2025-08-03,Carrier D,Rail,1816,1822.36,On Time
JM0560,2025-08-04,Carrier C,Truck,718,1498.84,On Time
JM0561,2025-08-04,Carrier B,Rail,1764,1747.53,Late
JM0562,2025-08-04,Carrier C,Truck,1204,2396.09,On Time
JM0563,2025-08-05,Carrier C,Truck,1009,2042.95,On Time
JM0564,2025-08-05,Carrier E,Rail,1972,2058.69,On Time
JM0565,2025-08-05,Carrier D,Truck,835,1520.53,On Time
JM0566,2025-08-06,Carrier C,Truck,947,1744.96,On Time
JM0567,2025-08-06,Carrier A,Truck,966,1750.51,On Time
JM0568,2025-08-06,Carrier B,Truck,1145,2044.32,Late
JM0569,2025-08-07,Carrier D,Truck,722,1442.51,On Time
JM0570,2025-08-07,Carrier A,Truck,414,771.52,On Time
JM0571,2025-08-07,Carrier C,Truck,1170,2339.73,On Time
JM0572,2025-08-08,Carrier A,Truck,1233,1966.19,Late
JM0573,2025-08-08,Carrier D,Rail,1282,1482.36,On Time
JM0574,2025-08-08,Carrier D,Truck,1097,1920.23,On Time
JM0575,2025-08-09,Carrier A,Truck,1380,2404.96,On Time
JM0576,2025-08-09,Carrier D,Truck,392,776.33,On Time
JM0577,2025-08-09,Carrier E,Truck,552,1115.45,On Time
JM0578,2025-08-10,Carrier D,Truck,839,1755.44,On Time
JM0579,2025-08-10,Carrier D,Truck,563,1160.18,On Time
JM0580,2025-08-10,Carrier A,Truck,1099,2082.39,On Time
JM0581,2025-08-11,Carrier B,Truck,1261,2252.58,On Time
JM0582,2025-08-11,Carrier D,Rail,1731,1777.04,On Time
JM0583,2025-08-11,Carrier D,Truck,1085,2120.12,On Time
JM0584,2025-08-12,Carrier D,Truck,636,1327.52,Late
JM0585,2025-08-12,Carrier C,Rail,2167,2522.51,On Time
JM0586,2025-08-12,Carrier D,Truck,710,1517.50,On Time
JM0587,2025-08-13,Carrier A,Truck,993,1652.99,On Time
JM0588,2025-08-13,Carrier A,Rail,1765,1884.13,On Time
JM0589,2025-08-13,Carrier C,Rail,1567,1564.04,On Time
JM0590,2025-08-14,Carrier A,Truck,646,1171.12,On Time
JM0591,2025-08-14,Carrier E,Truck,1200,2197.37,On Time
JM0592,2025-08-14,Carrier E,Truck,861,1752.30,On Time
JM0593,2025-08-15,Carrier A,Truck,373,742.85,On Time
JM0594,2025-08-15,Carrier A,Truck,639,1267.11,On Time
JM0595,2025-08-15,Carrier D,Truck,1094,1990.50,On Time
JM0596,2025-08-16,Carrier D,Rail,1147,1259.73,On Time
JM0597,2025-08-16,Carrier C,Truck,635,1341.19,On Time
JM0598,2025-08-16,Carrier A,Truck,868,1674.46,On Time
JM0599,2025-08-17,Carrier E,Truck,577,1149.46,On Time
JM0600,2025-08-17,Carrier B,Truck,911,1735.30,On Time
JM0601,2025-08-17,Carrier C,Truck,659,1184.99,On Time
JM0602,2025-08-18,Carrier D,Truck,480,1008.45,On Time
JM0603,2025-08-18,Carrier B,Truck,307,643.40,On Time
JM0604,2025-08-18,Carrier A,Truck,709,1323.18,Late
JM0605,2025-08-19,Carrier A,Rail,1195,1220.81,On Time
JM0606,2025-08-19,Carrier A,Truck,557,1101.18,Late
JM0607,2025-08-19,Carrier C,Rail,785,916.97,Late
JM0608,2025-08-20,Carrier A,Truck,155,366.60,On Time
JM0609,2025-08-20,Carrier D,Truck,571,1282.91,Late
JM0610,2025-08-20,Carrier C,Truck,862,1813.82,On Time
JM0611,2025-08-21,Carrier C,Truck,859,1495.06,On Time
JM0612,2025-08-21,Carrier C,Truck,664,1267.44,On Time
JM0613,2025-08-21,Carrier B,Truck,611,1246.60,On Time
JM0614,2025-08-22,Carrier D,Truck,463,979.48,On Time
JM0615,2025-08-22,Carrier A,Truck,252,541.71,On Time
JM0616,2025-08-22,Carrier A,Truck,604,1232.43,On Time
JM0617,2025-08-23,Carrier C,Truck,1239,2467.87,On Time
JM0618,2025-08-23,Carrier B,Truck,1236,2234.84,On Time
JM0619,2025-08-23,Carrier A,Rail,1407,1543.83,On Time
JM0620,2025-08-24,Carrier D,Truck,1235,2247.80,On Time
JM0621,2025-08-24,Carrier C,Truck,1395,2753.21,On Time
JM0622,2025-08-24,Carrier B,Rail,1221,1226.31,On Time
JM0623,2025-08-25,Carrier B,Truck,1245,2380.01,On Time
JM0624,2025-08-25,Carrier A,Rail,823,863.42,Late
JM0625,2025-08-25,Carrier E,Truck,164,429.87,On Time
JM0626,2025-08-26,Carrier D,Rail,2188,2334.56,Late
JM0627,2025-08-26,Carrier D,Truck,160,428.84,Late
JM0628,2025-08-26,Carrier A,Truck,862,1474.20,On Time
JM0629,2025-08-27,Carrier B,Truck,971,1820.74,On Time
JM0630,2025-08-27,Carrier D,Truck,525,1089.53,On Time
JM0631,2025-08-27,Carrier D,Truck,1395,2653.55,On Time
JM0632,2025-08-28,Carrier D,Truck,252,660.10,Late
JM0633,2025-08-28,Carrier D,Truck,251,656.57,On Time
JM0634,2025-08-28,Carrier E,Truck,397,833.05,On Time
JM0635,2025-08-29,Carrier B,Truck,653,1375.31,On Time
JM0636,2025-08-29,Carrier E,Truck,511,1097.94,On Time
JM0637,2025-08-29,Carrier A,Rail,1970,1962.41,Late
JM0638,2025-08-30,Carrier A,Truck,767,1434.67,On Time
JM0639,2025-08-30,Carrier A,Truck,277,630.73,On Time
JM0640,2025-08-31,Carrier E,Truck,624,1243.32,On Time
JM0641,2025-09-01,Carrier A,Truck,394,869.92,On Time
JM0642,2025-09-01,Carrier D,Rail,1017,1091.36,On Time
JM0643,2025-09-01,Carrier D,Truck,772,1518.73,On Time
JM0644,2025-09-02,Carrier A,Truck,805,1506.01,On Time
JM0645,2025-09-02,Carrier A,Truck,161,439.70,On Time
JM0646,2025-09-02,Carrier D,Truck,1323,2373.85,On Time
JM0647,2025-09-03,Carrier E,Truck,478,1083.92,On Time
JM0648,2025-09-03,Carrier A,Truck,988,1638.29,On Time
JM0649,2025-09-03,Carrier A,Truck,604,1045.00,On Time
JM0650,2025-09-04,Carrier C,Truck,466,939.45,On Time
JM0651,2025-09-04,Carrier B,Truck,738,1278.55,On Time
JM0652,2025-09-05,Carrier D,Rail,1283,1552.33,On Time
JM0653,2025-09-05,Carrier A,Truck,928,1626.10,On Time
JM0654,2025-09-05,Carrier A,Truck,478,1028.40,On Time
JM0655,2025-09-06,Carrier B,Truck,728,1345.79,On Time
JM0656,2025-09-06,Carrier B,Truck,165,446.72,On Time
JM0657,2025-09-06,Carrier A,Truck,405,846.93,On Time
JM0658,2025-09-07,Carrier B,Truck,1351,2471.48,Late
JM0659,2025-09-07,Carrier C,Truck,937,1659.16,On Time
JM0660,2025-09-07,Carrier B,Truck,964,1820.36,On Time
JM0661,2025-09-08,Carrier E,Rail,2136,2590.11,On Time
JM0662,2025-09-08,Carrier C,Truck,498,966.12,Late
JM0663,2025-09-09,Carrier B,Truck,813,1447.33,On Time
JM0664,2025-09-09,Carrier E,Truck,1020,1974.70,On Time
JM0665,2025-09-09,Carrier C,Rail,2125,2281.72,On Time
JM0666,2025-09-10,Carrier A,Truck,366,826.32,On Time
JM0667,2025-09-10,Carrier D,Truck,1164,2141.05,On Time
JM0668,2025-09-10,Carrier A,Truck,328,705.70,On Time
JM0669,2025-09-11,Carrier B,Rail,1400,1466.74,On Time
JM0670,2025-09-11,Carrier C,Rail,1625,1639.07,On Time
JM0671,2025-09-12,Carrier A,Rail,1576,1731.55,On Time
JM0672,2025-09-12,Carrier D,Truck,1129,2175.87,On Time
JM0673,2025-09-12,Carrier B,Truck,1342,2602.92,Late
JM0674,2025-09-13,Carrier A,Rail,1347,1515.80,On Time
JM0675,2025-09-13,Carrier C,Rail,1347,1608.47,On Time
JM0676,2025-09-13,Carrier A,Rail,1303,1509.41,On Time
JM0677,2025-09-14,Carrier E,Truck,1070,2066.76,On Time
JM0678,2025-09-14,Carrier C,Truck,1253,2425.88,On Time
JM0679,2025-09-14,Carrier B,Truck,301,619.81,On Time
JM0680,2025-09-15,Carrier C,Rail,1511,1759.44,On Time
JM0681,2025-09-15,Carrier D,Truck,362,825.47,On Time
JM0682,2025-09-16,Carrier A,Rail,2210,2195.20,On Time
JM0683,2025-09-16,Carrier A,Truck,241,504.21,On Time
JM0684,2025-09-16,Carrier C,Truck,1088,1877.64,On Time
JM0685,2025-09-17,Carrier E,Truck,1075,2126.38,On Time
JM0686,2025-09-17,Carrier B,Truck,1278,2478.34,On Time
JM0687,2025-09-17,Carrier C,Truck,539,1032.47,On Time
JM0688,2025-09-18,Carrier A,Truck,171,452.36,On Time
JM0689,2025-09-18,Carrier C,Rail,862,982.94,On Time
JM0690,2025-09-18,Carrier E,Truck,1375,2456.02,On Time
JM0691,2025-09-19,Carrier E,Truck,1041,2076.82,Late
JM0692,2025-09-19,Carrier B,Truck,1226,2368.97,On Time
JM0693,2025-09-20,Carrier E,Rail,456,589.17,On Time
JM0694,2025-09-20,Carrier A,Truck,855,1417.24,On Time
JM0695,2025-09-20,Carrier C,Truck,1061,2191.52,On Time
JM0696,2025-09-21,Carrier D,Rail,1873,1940.04,Late
JM0697,2025-09-21,Carrier B,Truck,1149,2190.23,On Time
JM0698,2025-09-21,Carrier A,Truck,954,1625.91,On Time
JM0699,2025-09-22,Carrier E,Truck,447,1032.71,On Time
JM0700,2025-09-22,Carrier D,Truck,742,1544.87,Late
JM0701,2025-09-23,Carrier D,Truck,1190,2487.58,On Time
JM0702,2025-09-23,Carrier E,Truck,1398,2877.27,On Time
JM0703,2025-09-23,Carrier E,Rail,456,666.27,On Time
JM0704,2025-09-24,Carrier D,Rail,1991,2011.93,On Time
JM0705,2025-09-24,Carrier E,Truck,595,1146.77,On Time
JM0706,2025-09-24,Carrier C,Rail,1931,2099.05,On Time
JM0707,2025-09-25,Carrier A,Truck,769,1524.14,On Time
JM0708,2025-09-25,Carrier E,Rail,1374,1467.91,On Time
JM0709,2025-09-25,Carrier C,Truck,505,1076.55,On Time
JM0710,2025-09-26,Carrier E,Truck,160,458.41,On Time
JM0711,2025-09-26,Carrier A,Truck,403,873.67,On Time
JM0712,2025-09-27,Carrier A,Rail,1300,1335.40,On Time
JM0713,2025-09-27,Carrier A,Truck,1355,2235.69,Late
JM0714,2025-09-27,Carrier C,Truck,1008,2002.31,On Time
JM0715,2025-09-28,Carrier D,Rail,1427,1595.03,On Time
JM0716,2025-09-28,Carrier D,Truck,224,536.75,On Time
JM0717,2025-09-28,Carrier C,Truck,668,1382.42,On Time
JM0718,2025-09-29,Carrier B,Truck,668,1162.61,On Time
JM0719,2025-09-29,Carrier A,Truck,880,1755.65,On Time
JM0720,2025-09-30,Carrier C,Truck,1395,2358.78,On Time
JM0721,2025-10-01,Carrier C,Truck,1036,1932.45,On Time
JM0722,2025-10-01,Carrier D,Truck,816,1457.71,Late
JM0723,2025-10-01,Carrier D,Rail,845,952.80,On Time
JM0724,2025-10-02,Carrier B,Truck,1250,2359.78,Late
JM0725,2025-10-02,Carrier B,Rail,2054,2106.55,On Time
JM0726,2025-10-02,Carrier C,Rail,494,589.62,On Time
JM0727,2025-10-03,Carrier C,Truck,988,2047.63,On Time
JM0728,2025-10-03,Carrier B,Truck,559,1044.68,On Time
JM0729,2025-10-03,Carrier B,Truck,315,668.62,On Time
JM0730,2025-10-04,Carrier A,Truck,474,1020.43,On Time
JM0731,2025-10-04,Carrier B,Truck,1388,2277.23,On Time
JM0732,2025-10-04,Carrier B,Rail,2045,2192.40,On Time
JM0733,2025-10-05,Carrier B,Truck,95,305.83,On Time
JM0734,2025-10-05,Carrier D,Truck,391,862.05,On Time
JM0735,2025-10-05,Carrier A,Truck,232,581.15,On Time
JM0736,2025-10-06,Carrier A,Truck,1152,1865.88,On Time
JM0737,2025-10-06,Carrier C,Truck,1025,1930.24,On Time
JM0738,2025-10-06,Carrier A,Rail,2079,1927.13,On Time
JM0739,2025-10-07,Carrier E,Truck,381,822.97,On Time
JM0740,2025-10-07,Carrier A,Rail,504,585.16,On Time
JM0741,2025-10-07,Carrier E,Rail,1601,1711.08,Late
JM0742,2025-10-08,Carrier E,Truck,492,1101.25,On Time
JM0743,2025-10-08,Carrier A,Truck,520,1107.62,On Time
JM0744,2025-10-08,Carrier B,Rail,1730,1739.82,On Time
JM0745,2025-10-09,Carrier D,Rail,2131,2283.29,On Time
JM0746,2025-10-09,Carrier D,Truck,559,1074.71,On Time
JM0747,2025-10-09,Carrier C,Truck,789,1377.83,On Time
JM0748,2025-10-10,Carrier A,Rail,2299,2509.43,On Time
JM0749,2025-10-10,Carrier C,Truck,878,1523.14,On Time
JM0750,2025-10-10,Carrier B,Truck,1191,2264.19,On Time
JM0751,2025-10-11,Carrier E,Rail,2277,2656.94,On Time
JM0752,2025-10-11,Carrier E,Truck,251,650.13,On Time
JM0753,2025-10-11,Carrier E,Truck,1074,1960.68,On Time
JM0754,2025-10-12,Carrier C,Truck,135,396.43,On Time
JM0755,2025-10-12,Carrier B,Truck,1373,2624.36,On Time
JM0756,2025-10-12,Carrier A,Truck,1365,2530.45,On Time
JM0757,2025-10-13,Carrier E,Rail,1980,2233.04,On Time
JM0758,2025-10-13,Carrier D,Rail,1595,1831.63,On Time
JM0759,2025-10-13,Carrier D,Truck,743,1334.48,On Time
JM0760,2025-10-14,Carrier C,Truck,635,1253.53,On Time
JM0761,2025-10-14,Carrier A,Truck,595,1214.42,On Time
JM0762,2025-10-14,Carrier A,Truck,420,865.99,On Time
JM0763,2025-10-15,Carrier C,Truck,527,1090.61,On Time
JM0764,2025-10-15,Carrier A,Truck,276,562.46,On Time
JM0765,2025-10-15,Carrier B,Rail,2203,2314.70,On Time
JM0766,2025-10-16,Carrier C,Rail,1369,1491.10,On Time
JM0767,2025-10-16,Carrier B,Truck,353,771.22,On Time
JM0768,2025-10-16,Carrier B,Truck,679,1236.80,On Time
JM0769,2025-10-17,Carrier A,Truck,746,1265.40,On Time
JM0770,2025-10-17,Carrier C,Rail,1123,1321.84,On Time
JM0771,2025-10-17,Carrier B,Truck,224,530.76,On Time
JM0772,2025-10-18,Carrier A,Truck,149,431.20,On Time
JM0773,2025-10-18,Carrier A,Truck,250,540.46,On Time
JM0774,2025-10-18,Carrier B,Truck,200,513.86,On Time
JM0775,2025-10-19,Carrier A,Truck,501,926.93,On Time
JM0776,2025-10-19,Carrier A,Truck,941,1805.81,On Time
JM0777,2025-10-19,Carrier B,Truck,262,650.83,On Time
JM0778,2025-10-20,Carrier E,Truck,541,1087.13,On Time
JM0779,2025-10-20,Carrier D,Rail,1999,2236.98,On Time
JM0780,2025-10-20,Carrier D,Truck,364,878.81,On Time
JM0781,2025-10-21,Carrier B,Truck,691,1238.35,On Time
JM0782,2025-10-21,Carrier E,Truck,1248,2595.58,On Time
JM0783,2025-10-21,Carrier C,Truck,626,1316.99,On Time
JM0784,2025-10-22,Carrier B,Rail,500,641.97,Late
JM0785,2025-10-22,Carrier D,Rail,1225,1543.45,On Time
JM0786,2025-10-22,Carrier C,Rail,756,855.23,On Time
JM0787,2025-10-23,Carrier B,Truck,265,607.27,On Time
JM0788,2025-10-23,Carrier B,Rail,839,934.71,On Time
JM0789,2025-10-23,Carrier B,Truck,917,1575.58,Late
JM0790,2025-10-24,Carrier C,Rail,1775,1932.15,On Time
JM0791,2025-10-24,Carrier C,Truck,940,1824.14,On Time
JM0792,2025-10-24,Carrier E,Truck,1151,2144.43,On Time
JM0793,2025-10-25,Carrier B,Rail,741,844.99,On Time
JM0794,2025-10-25,Carrier C,Rail,2242,2240.85,On Time
JM0795,2025-10-25,Carrier A,Truck,317,735.75,On Time
JM0796,2025-10-26,Carrier E,Truck,1347,2465.43,On Time
JM0797,2025-10-26,Carrier B,Truck,1166,2014.51,On Time
JM0798,2025-10-26,Carrier A,Rail,1182,1168.25,On Time
JM0799,2025-10-27,Carrier B,Truck,896,1784.86,On Time
JM0800,2025-10-27,Carrier C,Truck,566,1052.93,On Time
JM0801,2025-10-27,Carrier D,Truck,388,785.98,On Time
JM0802,2025-10-28,Carrier C,Truck,1279,2608.50,On Time
JM0803,2025-10-28,Carrier C,Truck,123,396.32,On Time
JM0804,2025-10-28,Carrier C,Truck,781,1390.78,On Time
JM0805,2025-10-29,Carrier B,Rail,1630,1784.44,On Time
JM0806,2025-10-29,Carrier B,Rail,466,651.62,On Time
JM0807,2025-10-29,Carrier C,Rail,513,718.16,On Time
JM0808,2025-10-30,Carrier A,Truck,425,797.94,On Time
JM0809,2025-10-30,Carrier C,Rail,2258,2443.72,On Time
JM0810,2025-10-31,Carrier B,Truck,174,476.79,On Time
JM0811,2025-11-01,Carrier C,Truck,568,1082.87,On Time
JM0812,2025-11-01,Carrier A,Truck,743,1379.19,On Time
JM0813,2025-11-01,Carrier B,Truck,1203,2080.86,On Time
JM0814,2025-11-01,Carrier B,Truck,1048,1736.82,On Time
JM0815,2025-11-02,Carrier A,Truck,1147,2200.30,Late
JM0816,2025-11-02,Carrier A,Truck,1100,1876.96,On Time
JM0817,2025-11-02,Carrier E,Truck,255,647.85,On Time
JM0818,2025-11-03,Carrier C,Truck,515,982.75,On Time
JM0819,2025-11-03,Carrier E,Truck,104,365.99,On Time
JM0820,2025-11-03,Carrier C,Truck,203,496.75,On Time
JM0821,2025-11-04,Carrier D,Truck,1145,2213.37,On Time
JM0822,2025-11-04,Carrier B,Rail,1205,1358.93,On Time
JM0823,2025-11-04,Carrier E,Truck,1229,2362.32,On Time
JM0824,2025-11-05,Carrier A,Truck,337,701.53,On Time
JM0825,2025-11-05,Carrier B,Truck,213,546.86,On Time
JM0826,2025-11-05,Carrier C,Truck,940,1648.26,On Time
JM0827,2025-11-05,Carrier C,Truck,606,1112.99,On Time
JM0828,2025-11-06,Carrier E,Truck,1337,2364.50,On Time
JM0829,2025-11-06,Carrier E,Truck,402,854.64,On Time
JM0830,2025-11-06,Carrier B,Truck,404,782.25,On Time
JM0831,2025-11-07,Carrier A,Rail,2281,2351.59,On Time
JM0832,2025-11-07,Carrier B,Rail,598,710.28,On Time
JM0833,2025-11-07,Carrier B,Truck,383,838.20,On Time
JM0834,2025-11-08,Carrier B,Truck,1320,2404.49,On Time
JM0835,2025-11-08,Carrier A,Truck,1056,1735.15,On Time
JM0836,2025-11-08,Carrier C,Truck,1380,2541.48,On Time
JM0837,2025-11-09,Carrier B,Truck,1285,2221.42,On Time
JM0838,2025-11-09,Carrier B,Rail,1696,1639.21,On Time
JM0839,2025-11-09,Carrier D,Rail,2096,2333.70,On Time
JM0840,2025-11-09,Carrier D,Truck,558,1205.37,Late
JM0841,2025-11-10,Carrier A,Truck,102,308.24,On Time
JM0842,2025-11-10,Carrier B,Truck,788,1531.07,On Time
